flight_number,latitude,longitude,heading,altitude,departure,arrival,timestamp
SpiceJet_SG7173,19.0886,72.8676,70.43062533288382,0,BOM,GAU,2024-01-01 00:00:00
SpiceJet_SG7173,19.11017767584098,72.92530214067278,70.27138372091062,1145,BOM,GAU,2024-01-01 00:00:20
SpiceJet_SG7173,19.131755351681957,72.98300428134556,67.80206500339499,2283,BOM,GAU,2024-01-01 00:00:40
SpiceJet_SG7173,19.153333027522937,73.04070642201835,68.20973779921053,3220,BOM,GAU,2024-01-01 00:01:00
SpiceJet_SG7173,19.174910703363913,73.09840856269113,68.93791948069268,4175,BOM,GAU,2024-01-01 00:01:20
SpiceJet_SG7173,19.196488379204894,73.15611070336391,73.02798549732759,5441,BOM,GAU,2024-01-01 00:01:40
SpiceJet_SG7173,19.21806605504587,73.2138128440367,76.6910655780797,6799,BOM,GAU,2024-01-01 00:02:00
SpiceJet_SG7173,19.23964373088685,73.27151498470947,78.44815375471084,7534,BOM,GAU,2024-01-01 00:02:20
SpiceJet_SG7173,19.261221406727827,73.32921712538226,74.17714449041581,8874,BOM,GAU,2024-01-01 00:02:40
SpiceJet_SG7173,19.282799082568808,73.38691926605505,70.90618024131594,9886,BOM,GAU,2024-01-01 00:03:00
SpiceJet_SG7173,19.304376758409784,73.44462140672782,73.21924603501692,11037,BOM,GAU,2024-01-01 00:03:20
SpiceJet_SG7173,19.325954434250765,73.50232354740061,71.22464372222832,12077,BOM,GAU,2024-01-01 00:03:40
SpiceJet_SG7173,19.34753211009174,73.5600256880734,68.60822753849527,13282,BOM,GAU,2024-01-01 00:04:00
SpiceJet_SG7173,19.36910978593272,73.61772782874617,69.0368352678773,13592,BOM,GAU,2024-01-01 00:04:20
SpiceJet_SG7173,19.3906874617737,73.67542996941896,65.5013771186751,15275,BOM,GAU,2024-01-01 00:04:40
SpiceJet_SG7173,19.41226513761468,73.73313211009174,68.35930185613628,15607,BOM,GAU,2024-01-01 00:05:00
SpiceJet_SG7173,19.43384281345566,73.79083425076452,65.0897733200888,17130,BOM,GAU,2024-01-01 00:05:20
SpiceJet_SG7173,19.455420489296635,73.8485363914373,64.90134497145776,17833,BOM,GAU,2024-01-01 00:05:40
SpiceJet_SG7173,19.476998165137616,73.90623853211008,67.32494385755983,19386,BOM,GAU,2024-01-01 00:06:00
SpiceJet_SG7173,19.498575840978592,73.96394067278287,68.03257342728693,21525,BOM,GAU,2024-01-01 00:06:20
SpiceJet_SG7173,19.520153516819573,74.02164281345566,72.56469156287656,22037,BOM,GAU,2024-01-01 00:06:40
SpiceJet_SG7173,19.54173119266055,74.07934495412843,69.84969481531074,23946,BOM,GAU,2024-01-01 00:07:00
SpiceJet_SG7173,19.56330886850153,74.13704709480122,66.42656010282995,24741,BOM,GAU,2024-01-01 00:07:20
SpiceJet_SG7173,19.584886544342506,74.194749235474,64.01767459574607,24189,BOM,GAU,2024-01-01 00:07:40
SpiceJet_SG7173,19.606464220183486,74.25245137614678,62.57651188879019,25243,BOM,GAU,2024-01-01 00:08:00
SpiceJet_SG7173,19.628041896024463,74.31015351681957,64.80262820633777,27633,BOM,GAU,2024-01-01 00:08:20
SpiceJet_SG7173,19.649619571865443,74.36785565749236,67.66560810835064,29188,BOM,GAU,2024-01-01 00:08:40
SpiceJet_SG7173,19.67119724770642,74.42555779816513,67.32137659618948,29406,BOM,GAU,2024-01-01 00:09:00
SpiceJet_SG7173,19.6927749235474,74.48325993883792,62.75330097672985,31764,BOM,GAU,2024-01-01 00:09:20
SpiceJet_SG7173,19.71435259938838,74.5409620795107,63.914231265104746,30259,BOM,GAU,2024-01-01 00:09:40
SpiceJet_SG7173,19.735930275229357,74.59866422018348,67.00727142872411,31342,BOM,GAU,2024-01-01 00:10:00
SpiceJet_SG7173,19.757507951070338,74.65636636085627,64.92291960795247,32334,BOM,GAU,2024-01-01 00:10:20
SpiceJet_SG7173,19.779085626911314,74.71406850152904,60.79390088329021,34968,BOM,GAU,2024-01-01 00:10:40
SpiceJet_SG7173,19.800663302752294,74.77177064220183,60.50779976907434,35017,BOM,GAU,2024-01-01 00:11:00
