flight_number,latitude,longitude,heading,altitude,departure,arrival,timestamp
AirAsia_AK3143,12.961,74.89,113.71952951237877,0,IXE,KUL,2024-01-01 00:00:00
AirAsia_AK3143,12.928258333333334,74.97595256410257,114.35632516148205,1114,IXE,KUL,2024-01-01 00:00:20
AirAsia_AK3143,12.895516666666667,75.06190512820513,115.68982894190155,2373,IXE,KUL,2024-01-01 00:00:40
AirAsia_AK3143,12.862775000000001,75.1478576923077,118.49283060822857,3621,IXE,KUL,2024-01-01 00:01:00
AirAsia_AK3143,12.830033333333333,75.23381025641025,114.3145966022676,4481,IXE,KUL,2024-01-01 00:01:20
AirAsia_AK3143,12.797291666666666,75.31976282051282,115.84239852912921,5775,IXE,KUL,2024-01-01 00:01:40
AirAsia_AK3143,12.76455,75.40571538461539,115.98224711517344,7196,IXE,KUL,2024-01-01 00:02:00
AirAsia_AK3143,12.731808333333333,75.49166794871795,111.31823883349963,7981,IXE,KUL,2024-01-01 00:02:20
AirAsia_AK3143,12.699066666666667,75.57762051282052,107.07521007788678,9032,IXE,KUL,2024-01-01 00:02:40
AirAsia_AK3143,12.666325,75.66357307692307,109.48102986377347,10432,IXE,KUL,2024-01-01 00:03:00
AirAsia_AK3143,12.633583333333334,75.74952564102564,106.54139885114206,11974,IXE,KUL,2024-01-01 00:03:20
AirAsia_AK3143,12.600841666666668,75.83547820512821,106.76103729188925,12487,IXE,KUL,2024-01-01 00:03:40
AirAsia_AK3143,12.568100000000001,75.92143076923077,107.69949552292925,13769,IXE,KUL,2024-01-01 00:04:00
AirAsia_AK3143,12.535358333333333,76.00738333333334,111.29580724820514,15423,IXE,KUL,2024-01-01 00:04:20
AirAsia_AK3143,12.502616666666666,76.09333589743589,108.7368346704555,16836,IXE,KUL,2024-01-01 00:04:40
AirAsia_AK3143,12.469875,76.17928846153846,103.87537632694955,17342,IXE,KUL,2024-01-01 00:05:00
AirAsia_AK3143,12.437133333333334,76.26524102564103,102.2398236246771,18750,IXE,KUL,2024-01-01 00:05:20
AirAsia_AK3143,12.404391666666667,76.35119358974359,106.08330137302723,19367,IXE,KUL,2024-01-01 00:05:40
AirAsia_AK3143,12.37165,76.43714615384616,103.23754052245226,20489,IXE,KUL,2024-01-01 00:06:00
AirAsia_AK3143,12.338908333333334,76.52309871794871,106.06186525839634,22070,IXE,KUL,2024-01-01 00:06:20
AirAsia_AK3143,12.306166666666666,76.60905128205128,109.39655060735035,23930,IXE,KUL,2024-01-01 00:06:40
AirAsia_AK3143,12.273425,76.69500384615385,109.96211734416597,25378,IXE,KUL,2024-01-01 00:07:00
AirAsia_AK3143,12.240683333333333,76.78095641025641,110.13079882243532,25587,IXE,KUL,2024-01-01 00:07:20
AirAsia_AK3143,12.207941666666667,76.86690897435898,107.93130703212134,27567,IXE,KUL,2024-01-01 00:07:40
AirAsia_AK3143,12.1752,76.95286153846153,104.49103537260174,28804,IXE,KUL,2024-01-01 00:08:00
AirAsia_AK3143,12.142458333333334,77.0388141025641,99.62270058232355,29841,IXE,KUL,2024-01-01 00:08:20
AirAsia_AK3143,12.109716666666667,77.12476666666667,96.30605381278474,30387,IXE,KUL,2024-01-01 00:08:40
AirAsia_AK3143,12.076975000000001,77.21071923076923,94.37750187796246,30083,IXE,KUL,2024-01-01 00:09:00
AirAsia_AK3143,12.044233333333334,77.2966717948718,99.05006061997378,32541,IXE,KUL,2024-01-01 00:09:20
AirAsia_AK3143,12.011491666666666,77.38262435897435,103.72787245257643,33417,IXE,KUL,2024-01-01 00:09:40
AirAsia_AK3143,11.97875,77.46857692307692,104.75596033404251,34223,IXE,KUL,2024-01-01 00:10:00
AirAsia_AK3143,11.946008333333333,77.5545294871795,107.58587935321366,36093,IXE,KUL,2024-01-01 00:10:20
AirAsia_AK3143,11.913266666666667,77.64048205128205,108.15352240914203,36052,IXE,KUL,2024-01-01 00:10:40
AirAsia_AK3143,11.880525,77.72643461538462,108.42716394997083,36001,IXE,KUL,2024-01-01 00:11:00
AirAsia_AK3143,11.847783333333334,77.81238717948717,105.54153564222293,36007,IXE,KUL,2024-01-01 00:11:20
AirAsia_AK3143,11.815041666666668,77.89833974358974,104.71201343427492,35987,IXE,KUL,2024-01-01 00:11:40
AirAsia_AK3143,11.7823,77.98429230769231,100.80919905811737,35953,IXE,KUL,2024-01-01 00:12:00
AirAsia_AK3143,11.749558333333333,78.07024487179487,96.4212547944692,35979,IXE,KUL,2024-01-01 00:12:20
AirAsia_AK3143,11.716816666666666,78.15619743589744,94.32920316976846,35940,IXE,KUL,2024-01-01 00:12:40
AirAsia_AK3143,11.684075,78.24215,96.51220933684303,36064,IXE,KUL,2024-01-01 00:13:00
AirAsia_AK3143,11.651333333333334,78.32810256410256,93.06395289671889,36070,IXE,KUL,2024-01-01 00:13:20
AirAsia_AK3143,11.618591666666667,78.41405512820513,95.93621455368393,36062,IXE,KUL,2024-01-01 00:13:40
AirAsia_AK3143,11.58585,78.50000769230769,100.48200762888784,36009,IXE,KUL,2024-01-01 00:14:00
AirAsia_AK3143,11.553108333333334,78.58596025641026,105.41847217637225,36094,IXE,KUL,2024-01-01 00:14:20
AirAsia_AK3143,11.520366666666668,78.67191282051282,101.0730617358505,35960,IXE,KUL,2024-01-01 00:14:40
AirAsia_AK3143,11.487625,78.75786538461539,105.30370878904085,36030,IXE,KUL,2024-01-01 00:15:00
AirAsia_AK3143,11.454883333333333,78.84381794871796,108.64175091320826,36044,IXE,KUL,2024-01-01 00:15:20
AirAsia_AK3143,11.422141666666667,78.92977051282051,111.64719253141747,35908,IXE,KUL,2024-01-01 00:15:40
AirAsia_AK3143,11.3894,79.01572307692308,114.96901952425692,35938,IXE,KUL,2024-01-01 00:16:00
AirAsia_AK3143,11.356658333333334,79.10167564102564,110.18818112834703,36097,IXE,KUL,2024-01-01 00:16:20
AirAsia_AK3143,11.323916666666667,79.1876282051282,105.94636157540076,35961,IXE,KUL,2024-01-01 00:16:40
AirAsia_AK3143,11.291175,79.27358076923078,109.51865212150975,35917,IXE,KUL,2024-01-01 00:17:00
AirAsia_AK3143,11.258433333333333,79.35953333333333,105.19115502743958,35924,IXE,KUL,2024-01-01 00:17:20
AirAsia_AK3143,11.225691666666666,79.4454858974359,104.16467753090284,35500,IXE,KUL,2024-01-01 00:17:40
AirAsia_AK3143,11.19295,79.53143846153846,99.99234309860432,35924,IXE,KUL,2024-01-01 00:18:00
AirAsia_AK3143,11.160208333333333,79.61739102564103,103.56297263813455,35995,IXE,KUL,2024-01-01 00:18:20
AirAsia_AK3143,11.127466666666667,79.7033435897436,107.51065344534847,36014,IXE,KUL,2024-01-01 00:18:40
AirAsia_AK3143,11.094725,79.78929615384615,108.94437956819813,35993,IXE,KUL,2024-01-01 00:19:00
AirAsia_AK3143,11.061983333333334,79.87524871794872,112.82392043747649,36013,IXE,KUL,2024-01-01 00:19:20
AirAsia_AK3143,11.029241666666667,79.96120128205128,115.06660427076605,35948,IXE,KUL,2024-01-01 00:19:40
AirAsia_AK3143,10.996500000000001,80.04715384615385,112.95071305007197,36096,IXE,KUL,2024-01-01 00:20:00
AirAsia_AK3143,10.963758333333333,80.13310641025642,108.73178072831156,35964,IXE,KUL,2024-01-01 00:20:20
AirAsia_AK3143,10.931016666666666,80.21905897435897,113.15315036432577,36089,IXE,KUL,2024-01-01 00:20:40
AirAsia_AK3143,10.898275,80.30501153846154,108.73118586728609,36067,IXE,KUL,2024-01-01 00:21:00
AirAsia_AK3143,10.865533333333333,80.3909641025641,109.04823114566949,35917,IXE,KUL,2024-01-01 00:21:20
AirAsia_AK3143,10.832791666666667,80.47691666666667,104.95954462206973,36067,IXE,KUL,2024-01-01 00:21:40
AirAsia_AK3143,10.80005,80.56286923076924,104.12613910915515,36002,IXE,KUL,2024-01-01 00:22:00
AirAsia_AK3143,10.767308333333332,80.6488217948718,105.98025931905536,36058,IXE,KUL,2024-01-01 00:22:20
AirAsia_AK3143,10.734566666666666,80.73477435897436,102.73693017269798,35905,IXE,KUL,2024-01-01 00:22:40
AirAsia_AK3143,10.701825,80.82072692307692,100.70662634797763,35973,IXE,KUL,2024-01-01 00:23:00
AirAsia_AK3143,10.669083333333333,80.90667948717949,98.49704707534471,36090,IXE,KUL,2024-01-01 00:23:20
AirAsia_AK3143,10.636341666666667,80.99263205128206,101.80440654707336,35921,IXE,KUL,2024-01-01 00:23:40
AirAsia_AK3143,10.6036,81.07858461538461,99.82675248678859,35989,IXE,KUL,2024-01-01 00:24:00
AirAsia_AK3143,10.570858333333334,81.16453717948718,96.34206639264555,36027,IXE,KUL,2024-01-01 00:24:20
AirAsia_AK3143,10.538116666666667,81.25048974358974,99.28448547755642,35980,IXE,KUL,2024-01-01 00:24:40
AirAsia_AK3143,10.505375,81.33644230769231,101.44086706965491,35940,IXE,KUL,2024-01-01 00:25:00
AirAsia_AK3143,10.472633333333334,81.42239487179488,101.32333346660643,35903,IXE,KUL,2024-01-01 00:25:20
AirAsia_AK3143,10.439891666666668,81.50834743589743,100.83160652848368,36086,IXE,KUL,2024-01-01 00:25:40
AirAsia_AK3143,10.40715,81.5943,99.45721794508,35914,IXE,KUL,2024-01-01 00:26:00
AirAsia_AK3143,10.374408333333333,81.68025256410256,97.08749937415386,35962,IXE,KUL,2024-01-01 00:26:20
AirAsia_AK3143,10.341666666666667,81.76620512820513,101.83802916801123,36095,IXE,KUL,2024-01-01 00:26:40
AirAsia_AK3143,10.308925,81.8521576923077,106.21447711511048,36003,IXE,KUL,2024-01-01 00:27:00
AirAsia_AK3143,10.276183333333334,81.93811025641025,109.57631762106047,35911,IXE,KUL,2024-01-01 00:27:20
AirAsia_AK3143,10.243441666666666,82.02406282051282,105.53986817903706,36041,IXE,KUL,2024-01-01 00:27:40
AirAsia_AK3143,10.2107,82.11001538461538,108.44614838694604,36061,IXE,KUL,2024-01-01 00:28:00
AirAsia_AK3143,10.177958333333333,82.19596794871795,109.16034887046365,36098,IXE,KUL,2024-01-01 00:28:20
AirAsia_AK3143,10.145216666666666,82.28192051282052,107.53978482150688,35931,IXE,KUL,2024-01-01 00:28:40
AirAsia_AK3143,10.112475,82.36787307692308,105.87283600448929,36055,IXE,KUL,2024-01-01 00:29:00
AirAsia_AK3143,10.079733333333333,82.45382564102565,103.29238237858691,36037,IXE,KUL,2024-01-01 00:29:20
AirAsia_AK3143,10.046991666666667,82.5397782051282,98.92104714853652,36097,IXE,KUL,2024-01-01 00:29:40
AirAsia_AK3143,10.01425,82.62573076923077,94.82630104964738,36007,IXE,KUL,2024-01-01 00:30:00
AirAsia_AK3143,9.981508333333334,82.71168333333334,94.67227645356442,36055,IXE,KUL,2024-01-01 00:30:20
AirAsia_AK3143,9.948766666666668,82.7976358974359,99.0638114584601,35962,IXE,KUL,2024-01-01 00:30:40
AirAsia_AK3143,9.916025000000001,82.88358846153847,97.82807125171254,36017,IXE,KUL,2024-01-01 00:31:00
AirAsia_AK3143,9.883283333333333,82.96954102564102,98.83811680186207,35947,IXE,KUL,2024-01-01 00:31:20
AirAsia_AK3143,9.850541666666667,83.05549358974359,99.58211374200347,36064,IXE,KUL,2024-01-01 00:31:40
AirAsia_AK3143,9.8178,83.14144615384615,102.28080910806574,35995,IXE,KUL,2024-01-01 00:32:00
AirAsia_AK3143,9.785058333333334,83.22739871794872,102.88771253265023,36036,IXE,KUL,2024-01-01 00:32:20
AirAsia_AK3143,9.752316666666667,83.31335128205129,107.44568042641788,36028,IXE,KUL,2024-01-01 00:32:40
AirAsia_AK3143,9.719574999999999,83.39930384615384,104.29113369068486,35910,IXE,KUL,2024-01-01 00:33:00
AirAsia_AK3143,9.686833333333333,83.48525641025641,106.06231351980422,35991,IXE,KUL,2024-01-01 00:33:20
AirAsia_AK3143,9.654091666666666,83.57120897435897,108.9177482231669,36027,IXE,KUL,2024-01-01 00:33:40
AirAsia_AK3143,9.62135,83.65716153846154,111.08428008876751,35927,IXE,KUL,2024-01-01 00:34:00
AirAsia_AK3143,9.588608333333333,83.7431141025641,113.67581008699712,36043,IXE,KUL,2024-01-01 00:34:20
AirAsia_AK3143,9.555866666666667,83.82906666666666,111.32347269006868,36024,IXE,KUL,2024-01-01 00:34:40
AirAsia_AK3143,9.523125,83.91501923076923,113.00071577199505,36063,IXE,KUL,2024-01-01 00:35:00
AirAsia_AK3143,9.490383333333334,84.00097179487179,110.89083038270057,35907,IXE,KUL,2024-01-01 00:35:20
AirAsia_AK3143,9.457641666666667,84.08692435897436,108.77692850745878,35934,IXE,KUL,2024-01-01 00:35:40
AirAsia_AK3143,9.424900000000001,84.17287692307693,112.2645908921551,36072,IXE,KUL,2024-01-01 00:36:00
AirAsia_AK3143,9.392158333333334,84.25882948717948,108.24609190013639,36055,IXE,KUL,2024-01-01 00:36:20
AirAsia_AK3143,9.359416666666666,84.34478205128205,107.17775284209053,36028,IXE,KUL,2024-01-01 00:36:40
AirAsia_AK3143,9.326675,84.43073461538461,104.49581853619974,35931,IXE,KUL,2024-01-01 00:37:00
AirAsia_AK3143,9.293933333333333,84.51668717948718,108.6269248196015,36091,IXE,KUL,2024-01-01 00:37:20
AirAsia_AK3143,9.261191666666667,84.60263974358975,104.41847865662012,35970,IXE,KUL,2024-01-01 00:37:40
AirAsia_AK3143,9.22845,84.6885923076923,108.9175530155295,35907,IXE,KUL,2024-01-01 00:38:00
AirAsia_AK3143,9.195708333333332,84.77454487179487,107.78782556308602,36088,IXE,KUL,2024-01-01 00:38:20
AirAsia_AK3143,9.162966666666666,84.86049743589743,108.35112172567301,35942,IXE,KUL,2024-01-01 00:38:40
AirAsia_AK3143,9.130225,84.94645,112.77265303629656,35925,IXE,KUL,2024-01-01 00:39:00
AirAsia_AK3143,9.097483333333333,85.03240256410257,113.52710027369102,35956,IXE,KUL,2024-01-01 00:39:20
AirAsia_AK3143,9.064741666666666,85.11835512820512,115.83157047399412,35950,IXE,KUL,2024-01-01 00:39:40
AirAsia_AK3143,9.032,85.2043076923077,120.33999320461953,35972,IXE,KUL,2024-01-01 00:40:00
