flight_number,latitude,longitude,heading,altitude,departure,arrival,timestamp
GoAir_G82923,19.0886,72.8676,286.4255411788342,0,BOM,DXB,2024-01-01 00:00:00
GoAir_G82923,19.1009292,72.8325962,290.3834738404732,706,BOM,DXB,2024-01-01 00:00:20
GoAir_G82923,19.1132584,72.7975924,291.8212864549906,1461,BOM,DXB,2024-01-01 00:00:40
GoAir_G82923,19.1255876,72.7625886,292.46948747256954,2078,BOM,DXB,2024-01-01 00:01:00
GoAir_G82923,19.1379168,72.7275848,295.64986934766097,2872,BOM,DXB,2024-01-01 00:01:20
GoAir_G82923,19.150246,72.69258099999999,294.5278165001203,3752,BOM,DXB,2024-01-01 00:01:40
GoAir_G82923,19.1625752,72.65757719999999,292.106610970543,4502,BOM,DXB,2024-01-01 00:02:00
GoAir_G82923,19.1749044,72.6225734,287.51658048897826,5045,BOM,DXB,2024-01-01 00:02:20
GoAir_G82923,19.1872336,72.5875696,291.0602364250427,5659,BOM,DXB,2024-01-01 00:02:40
GoAir_G82923,19.1995628,72.5525658,289.3013424893422,6545,BOM,DXB,2024-01-01 00:03:00
GoAir_G82923,19.211892,72.517562,290.94834191882995,7357,BOM,DXB,2024-01-01 00:03:20
GoAir_G82923,19.2242212,72.4825582,294.60911375300657,8037,BOM,DXB,2024-01-01 00:03:40
GoAir_G82923,19.2365504,72.4475544,297.1208485449687,9051,BOM,DXB,2024-01-01 00:04:00
GoAir_G82923,19.2488796,72.4125506,293.24444858985703,9763,BOM,DXB,2024-01-01 00:04:20
GoAir_G82923,19.2612088,72.37754679999999,294.5615000359846,9838,BOM,DXB,2024-01-01 00:04:40
GoAir_G82923,19.273538,72.34254299999999,298.0112613129784,10783,BOM,DXB,2024-01-01 00:05:00
GoAir_G82923,19.2858672,72.3075392,302.75194502204187,12082,BOM,DXB,2024-01-01 00:05:20
GoAir_G82923,19.2981964,72.2725354,303.74589757821764,12272,BOM,DXB,2024-01-01 00:05:40
GoAir_G82923,19.3105256,72.2375316,308.2148525397596,12925,BOM,DXB,2024-01-01 00:06:00
GoAir_G82923,19.322854799999998,72.2025278,306.6945042289281,13339,BOM,DXB,2024-01-01 00:06:20
GoAir_G82923,19.335183999999998,72.167524,310.81814821935495,13746,BOM,DXB,2024-01-01 00:06:40
GoAir_G82923,19.347513199999998,72.1325202,307.27513523566313,15039,BOM,DXB,2024-01-01 00:07:00
GoAir_G82923,19.359842399999998,72.09751639999999,310.5273130467541,16221,BOM,DXB,2024-01-01 00:07:20
GoAir_G82923,19.372171599999998,72.06251259999999,308.19594677448714,15967,BOM,DXB,2024-01-01 00:07:40
GoAir_G82923,19.384500799999998,72.02750879999999,310.9349633245241,16658,BOM,DXB,2024-01-01 00:08:00
GoAir_G82923,19.39683,71.992505,312.5941900496587,18852,BOM,DXB,2024-01-01 00:08:20
GoAir_G82923,19.4091592,71.9575012,316.0195095570262,18226,BOM,DXB,2024-01-01 00:08:40
GoAir_G82923,19.4214884,71.9224974,311.1768177173574,20304,BOM,DXB,2024-01-01 00:09:00
GoAir_G82923,19.4338176,71.8874936,310.4780673798155,20005,BOM,DXB,2024-01-01 00:09:20
GoAir_G82923,19.4461468,71.8524898,312.6228958766793,20201,BOM,DXB,2024-01-01 00:09:40
GoAir_G82923,19.458476,71.817486,315.45251728917026,20831,BOM,DXB,2024-01-01 00:10:00
GoAir_G82923,19.4708052,71.78248219999999,318.9751428030874,21954,BOM,DXB,2024-01-01 00:10:20
GoAir_G82923,19.4831344,71.74747839999999,322.8930228562028,22318,BOM,DXB,2024-01-01 00:10:40
GoAir_G82923,19.4954636,71.7124746,322.2333432742866,23809,BOM,DXB,2024-01-01 00:11:00
GoAir_G82923,19.5077928,71.6774708,324.3191704947603,23761,BOM,DXB,2024-01-01 00:11:20
GoAir_G82923,19.520122,71.642467,325.62947704277815,24014,BOM,DXB,2024-01-01 00:11:40
GoAir_G82923,19.5324512,71.6074632,325.67447750373947,24989,BOM,DXB,2024-01-01 00:12:00
GoAir_G82923,19.5447804,71.5724594,321.92698104803225,26631,BOM,DXB,2024-01-01 00:12:20
GoAir_G82923,19.5571096,71.5374556,318.2212343440412,28695,BOM,DXB,2024-01-01 00:12:40
GoAir_G82923,19.5694388,71.50245179999999,318.1058737012781,28870,BOM,DXB,2024-01-01 00:13:00
GoAir_G82923,19.581768,71.46744799999999,322.0420139520179,29906,BOM,DXB,2024-01-01 00:13:20
GoAir_G82923,19.5940972,71.43244419999999,326.13094192840856,30106,BOM,DXB,2024-01-01 00:13:40
GoAir_G82923,19.6064264,71.3974404,330.3665893365913,31486,BOM,DXB,2024-01-01 00:14:00
GoAir_G82923,19.6187556,71.3624366,334.8457585875126,30777,BOM,DXB,2024-01-01 00:14:20
GoAir_G82923,19.6310848,71.3274328,330.8570793974185,30490,BOM,DXB,2024-01-01 00:14:40
GoAir_G82923,19.643414,71.292429,327.74240313281985,33883,BOM,DXB,2024-01-01 00:15:00
GoAir_G82923,19.6557432,71.2574252,323.78301723648445,33478,BOM,DXB,2024-01-01 00:15:20
GoAir_G82923,19.6680724,71.2224214,321.4538953593351,33507,BOM,DXB,2024-01-01 00:15:40
GoAir_G82923,19.6804016,71.18741759999999,323.491282955131,34741,BOM,DXB,2024-01-01 00:16:00
GoAir_G82923,19.6927308,71.15241379999999,323.1800713676575,35041,BOM,DXB,2024-01-01 00:16:20
GoAir_G82923,19.70506,71.11740999999999,319.03476826441914,35921,BOM,DXB,2024-01-01 00:16:40
GoAir_G82923,19.7173892,71.0824062,322.04020255543696,36098,BOM,DXB,2024-01-01 00:17:00
GoAir_G82923,19.7297184,71.0474024,324.7036164266659,36071,BOM,DXB,2024-01-01 00:17:20
GoAir_G82923,19.7420476,71.0123986,320.2485754045852,35968,BOM,DXB,2024-01-01 00:17:40
GoAir_G82923,19.7543768,70.9773948,318.30425269638147,36056,BOM,DXB,2024-01-01 00:18:00
GoAir_G82923,19.766706,70.942391,316.30401128101306,36089,BOM,DXB,2024-01-01 00:18:20
GoAir_G82923,19.7790352,70.9073872,316.3836011511712,36007,BOM,DXB,2024-01-01 00:18:40
GoAir_G82923,19.7913644,70.87238339999999,312.17383532994177,35931,BOM,DXB,2024-01-01 00:19:00
GoAir_G82923,19.8036936,70.83737959999999,308.1699495096759,36016,BOM,DXB,2024-01-01 00:19:20
GoAir_G82923,19.8160228,70.8023758,303.9203920427136,36042,BOM,DXB,2024-01-01 00:19:40
GoAir_G82923,19.828352,70.767372,306.6415253865156,36064,BOM,DXB,2024-01-01 00:20:00
GoAir_G82923,19.8406812,70.7323682,304.11649990920785,36023,BOM,DXB,2024-01-01 00:20:20
GoAir_G82923,19.8530104,70.6973644,304.9163035050907,36095,BOM,DXB,2024-01-01 00:20:40
GoAir_G82923,19.8653396,70.6623606,306.5298819933547,36096,BOM,DXB,2024-01-01 00:21:00
GoAir_G82923,19.8776688,70.6273568,310.67915507136064,35945,BOM,DXB,2024-01-01 00:21:20
GoAir_G82923,19.889998,70.592353,307.0024913589687,35908,BOM,DXB,2024-01-01 00:21:40
GoAir_G82923,19.9023272,70.55734919999999,305.30312015580574,36023,BOM,DXB,2024-01-01 00:22:00
GoAir_G82923,19.9146564,70.52234539999999,300.4311991709996,36004,BOM,DXB,2024-01-01 00:22:20
GoAir_G82923,19.9269856,70.4873416,297.4170665769893,35956,BOM,DXB,2024-01-01 00:22:40
GoAir_G82923,19.9393148,70.4523378,301.9990588594091,36067,BOM,DXB,2024-01-01 00:23:00
GoAir_G82923,19.951643999999998,70.417334,304.20779120641,36500,BOM,DXB,2024-01-01 00:23:20
GoAir_G82923,19.963973199999998,70.3823302,302.67287208051937,36012,BOM,DXB,2024-01-01 00:23:40
GoAir_G82923,19.976302399999998,70.3473264,304.8716849343467,35979,BOM,DXB,2024-01-01 00:24:00
GoAir_G82923,19.988631599999998,70.3123226,306.0228537443271,36096,BOM,DXB,2024-01-01 00:24:20
GoAir_G82923,20.000960799999998,70.27731879999999,310.7030279359682,35953,BOM,DXB,2024-01-01 00:24:40
GoAir_G82923,20.013289999999998,70.24231499999999,308.0013496498682,36074,BOM,DXB,2024-01-01 00:25:00
GoAir_G82923,20.0256192,70.20731119999999,312.3760111667178,35960,BOM,DXB,2024-01-01 00:25:20
GoAir_G82923,20.0379484,70.1723074,312.66021245657964,36023,BOM,DXB,2024-01-01 00:25:40
GoAir_G82923,20.0502776,70.1373036,309.66231642244526,35942,BOM,DXB,2024-01-01 00:26:00
GoAir_G82923,20.0626068,70.1022998,313.5616427894978,36084,BOM,DXB,2024-01-01 00:26:20
GoAir_G82923,20.074936,70.067296,309.3274629441236,35917,BOM,DXB,2024-01-01 00:26:40
GoAir_G82923,20.0872652,70.0322922,304.73933811544293,36029,BOM,DXB,2024-01-01 00:27:00
GoAir_G82923,20.0995944,69.9972884,301.3482872187669,35939,BOM,DXB,2024-01-01 00:27:20
GoAir_G82923,20.1119236,69.96228459999999,304.2895378002007,36080,BOM,DXB,2024-01-01 00:27:40
GoAir_G82923,20.1242528,69.92728079999999,303.76198915934594,36041,BOM,DXB,2024-01-01 00:28:00
GoAir_G82923,20.136582,69.89227699999999,302.43070163416405,35970,BOM,DXB,2024-01-01 00:28:20
GoAir_G82923,20.1489112,69.8572732,299.16772223786137,35967,BOM,DXB,2024-01-01 00:28:40
GoAir_G82923,20.1612404,69.8222694,294.49071965961906,36094,BOM,DXB,2024-01-01 00:29:00
GoAir_G82923,20.1735696,69.7872656,298.1983830174388,36093,BOM,DXB,2024-01-01 00:29:20
GoAir_G82923,20.1858988,69.7522618,294.1026555238974,36071,BOM,DXB,2024-01-01 00:29:40
GoAir_G82923,20.198228,69.717258,290.1111733385148,36061,BOM,DXB,2024-01-01 00:30:00
GoAir_G82923,20.2105572,69.68225419999999,290.65840668655034,35975,BOM,DXB,2024-01-01 00:30:20
GoAir_G82923,20.2228864,69.64725039999999,295.6052786238853,36081,BOM,DXB,2024-01-01 00:30:40
GoAir_G82923,20.2352156,69.61224659999999,298.2630858558514,35909,BOM,DXB,2024-01-01 00:31:00
GoAir_G82923,20.2475448,69.5772428,303.20474477484953,36040,BOM,DXB,2024-01-01 00:31:20
GoAir_G82923,20.259874,69.542239,307.0571270397317,35907,BOM,DXB,2024-01-01 00:31:40
GoAir_G82923,20.2722032,69.5072352,308.4597988120634,36039,BOM,DXB,2024-01-01 00:32:00
GoAir_G82923,20.2845324,69.4722314,311.340259761011,36054,BOM,DXB,2024-01-01 00:32:20
GoAir_G82923,20.2968616,69.4372276,315.6601283859974,35924,BOM,DXB,2024-01-01 00:32:40
GoAir_G82923,20.3091908,69.4022238,316.0743716872225,36057,BOM,DXB,2024-01-01 00:33:00
GoAir_G82923,20.32152,69.36721999999999,314.3389202688034,36059,BOM,DXB,2024-01-01 00:33:20
GoAir_G82923,20.3338492,69.33221619999999,312.91592608813016,35909,BOM,DXB,2024-01-01 00:33:40
