flight_number,latitude,longitude,heading,altitude,departure,arrival,timestamp
SpiceJet_SG1887,19.0886,72.8676,65.26678788986216,0,BOM,GAU,2024-01-01 00:00:00
SpiceJet_SG1887,19.105124355971896,72.9117887587822,62.93099888399084,821,BOM,GAU,2024-01-01 00:00:20
SpiceJet_SG1887,19.121648711943795,72.95597751756439,62.94671532367113,1675,BOM,GAU,2024-01-01 00:00:40
SpiceJet_SG1887,19.13817306791569,73.0001662763466,60.4198831178011,2584,BOM,GAU,2024-01-01 00:01:00
SpiceJet_SG1887,19.154697423887587,73.0443550351288,60.772815379278946,3266,BOM,GAU,2024-01-01 00:01:20
SpiceJet_SG1887,19.171221779859483,73.088543793911,57.267236153860026,4278,BOM,GAU,2024-01-01 00:01:40
SpiceJet_SG1887,19.187746135831382,73.1327325526932,57.85743551788402,5168,BOM,GAU,2024-01-01 00:02:00
SpiceJet_SG1887,19.20427049180328,73.17692131147541,53.6665566523756,5566,BOM,GAU,2024-01-01 00:02:20
SpiceJet_SG1887,19.220794847775174,73.22111007025761,57.45033658885534,6964,BOM,GAU,2024-01-01 00:02:40
SpiceJet_SG1887,19.237319203747074,73.2652988290398,58.106235080388956,7866,BOM,GAU,2024-01-01 00:03:00
SpiceJet_SG1887,19.25384355971897,73.309487587822,58.59760532702753,8198,BOM,GAU,2024-01-01 00:03:20
SpiceJet_SG1887,19.270367915690866,73.35367634660422,56.379262633755744,8921,BOM,GAU,2024-01-01 00:03:40
SpiceJet_SG1887,19.28689227166276,73.39786510538642,52.12133005279839,10232,BOM,GAU,2024-01-01 00:04:00
SpiceJet_SG1887,19.30341662763466,73.44205386416861,56.971177618382534,11208,BOM,GAU,2024-01-01 00:04:20
SpiceJet_SG1887,19.319940983606557,73.48624262295081,52.65471477484347,11087,BOM,GAU,2024-01-01 00:04:40
SpiceJet_SG1887,19.336465339578453,73.53043138173302,55.54204539373177,12079,BOM,GAU,2024-01-01 00:05:00
SpiceJet_SG1887,19.352989695550352,73.57462014051522,57.560483594338194,12814,BOM,GAU,2024-01-01 00:05:20
SpiceJet_SG1887,19.36951405152225,73.61880889929742,58.94141951921431,13464,BOM,GAU,2024-01-01 00:05:40
SpiceJet_SG1887,19.386038407494144,73.66299765807962,55.14215606127123,15542,BOM,GAU,2024-01-01 00:06:00
SpiceJet_SG1887,19.40256276346604,73.70718641686182,59.95883463055338,16170,BOM,GAU,2024-01-01 00:06:20
SpiceJet_SG1887,19.41908711943794,73.75137517564403,62.841883308452914,17467,BOM,GAU,2024-01-01 00:06:40
SpiceJet_SG1887,19.435611475409836,73.79556393442623,64.93089292636049,18203,BOM,GAU,2024-01-01 00:07:00
SpiceJet_SG1887,19.45213583138173,73.83975269320842,64.81617224325004,19156,BOM,GAU,2024-01-01 00:07:20
SpiceJet_SG1887,19.46866018735363,73.88394145199062,60.061003004808924,19269,BOM,GAU,2024-01-01 00:07:40
SpiceJet_SG1887,19.485184543325527,73.92813021077284,60.611566193971555,19484,BOM,GAU,2024-01-01 00:08:00
SpiceJet_SG1887,19.501708899297423,73.97231896955503,58.09472064611546,20921,BOM,GAU,2024-01-01 00:08:20
SpiceJet_SG1887,19.51823325526932,74.01650772833723,55.21602920266136,21602,BOM,GAU,2024-01-01 00:08:40
SpiceJet_SG1887,19.53475761124122,74.06069648711943,50.67786789053337,21670,BOM,GAU,2024-01-01 00:09:00
SpiceJet_SG1887,19.551281967213114,74.10488524590164,45.789925221216016,22938,BOM,GAU,2024-01-01 00:09:20
SpiceJet_SG1887,19.56780632318501,74.14907400468384,44.57911113484999,24131,BOM,GAU,2024-01-01 00:09:40
SpiceJet_SG1887,19.58433067915691,74.19326276346604,48.812832766524274,25519,BOM,GAU,2024-01-01 00:10:00
SpiceJet_SG1887,19.600855035128806,74.23745152224824,45.69116650732905,24932,BOM,GAU,2024-01-01 00:10:20
SpiceJet_SG1887,19.6173793911007,74.28164028103043,44.64413102666677,27246,BOM,GAU,2024-01-01 00:10:40
SpiceJet_SG1887,19.633903747072598,74.32582903981265,43.31906095360549,26992,BOM,GAU,2024-01-01 00:11:00
SpiceJet_SG1887,19.650428103044497,74.37001779859484,47.356319068316054,29222,BOM,GAU,2024-01-01 00:11:20
SpiceJet_SG1887,19.666952459016393,74.41420655737704,49.144566966946186,27930,BOM,GAU,2024-01-01 00:11:40
SpiceJet_SG1887,19.68347681498829,74.45839531615924,48.26518686098787,30789,BOM,GAU,2024-01-01 00:12:00
SpiceJet_SG1887,19.70000117096019,74.50258407494145,43.29718204853078,30806,BOM,GAU,2024-01-01 00:12:20
SpiceJet_SG1887,19.716525526932084,74.54677283372365,43.94411233953315,32803,BOM,GAU,2024-01-01 00:12:40
SpiceJet_SG1887,19.73304988290398,74.59096159250585,41.91969255438093,30909,BOM,GAU,2024-01-01 00:13:00
SpiceJet_SG1887,19.749574238875876,74.63515035128805,45.13467770876751,34970,BOM,GAU,2024-01-01 00:13:20
SpiceJet_SG1887,19.766098594847776,74.67933911007026,44.56412446060173,35003,BOM,GAU,2024-01-01 00:13:40
SpiceJet_SG1887,19.782622950819672,74.72352786885246,49.52628062993418,34952,BOM,GAU,2024-01-01 00:14:00
SpiceJet_SG1887,19.799147306791568,74.76771662763466,49.005842988455804,34972,BOM,GAU,2024-01-01 00:14:20
SpiceJet_SG1887,19.815671662763467,74.81190538641685,50.529391181548945,34912,BOM,GAU,2024-01-01 00:14:40
SpiceJet_SG1887,19.832196018735363,74.85609414519907,48.34906263168218,34965,BOM,GAU,2024-01-01 00:15:00
SpiceJet_SG1887,19.84872037470726,74.90028290398126,50.69575215548576,34976,BOM,GAU,2024-01-01 00:15:20
SpiceJet_SG1887,19.865244730679155,74.94447166276346,52.99919891262964,35010,BOM,GAU,2024-01-01 00:15:40
SpiceJet_SG1887,19.881769086651055,74.98866042154566,54.487184522811546,35048,BOM,GAU,2024-01-01 00:16:00
SpiceJet_SG1887,19.89829344262295,75.03284918032787,57.36809027821076,35041,BOM,GAU,2024-01-01 00:16:20
SpiceJet_SG1887,19.914817798594846,75.07703793911007,54.20053325327156,34966,BOM,GAU,2024-01-01 00:16:40
SpiceJet_SG1887,19.931342154566746,75.12122669789227,57.302507686674446,34909,BOM,GAU,2024-01-01 00:17:00
SpiceJet_SG1887,19.947866510538642,75.16541545667447,52.667425812281486,35092,BOM,GAU,2024-01-01 00:17:20
SpiceJet_SG1887,19.964390866510538,75.20960421545666,50.1500735145297,34979,BOM,GAU,2024-01-01 00:17:40
SpiceJet_SG1887,19.980915222482434,75.25379297423888,54.22597335928467,35050,BOM,GAU,2024-01-01 00:18:00
SpiceJet_SG1887,19.997439578454333,75.29798173302108,50.86383461201504,34979,BOM,GAU,2024-01-01 00:18:20
SpiceJet_SG1887,20.01396393442623,75.34217049180327,46.11840599485356,34900,BOM,GAU,2024-01-01 00:18:40
SpiceJet_SG1887,20.030488290398125,75.38635925058547,51.01239587206893,34950,BOM,GAU,2024-01-01 00:19:00
SpiceJet_SG1887,20.047012646370025,75.43054800936768,52.12278313884395,34957,BOM,GAU,2024-01-01 00:19:20
SpiceJet_SG1887,20.06353700234192,75.47473676814988,55.67136592347518,34999,BOM,GAU,2024-01-01 00:19:40
SpiceJet_SG1887,20.080061358313817,75.51892552693208,56.67788400710815,34957,BOM,GAU,2024-01-01 00:20:00
SpiceJet_SG1887,20.096585714285712,75.56311428571428,57.432817874496735,34993,BOM,GAU,2024-01-01 00:20:20
SpiceJet_SG1887,20.113110070257612,75.60730304449649,54.85046120784348,35074,BOM,GAU,2024-01-01 00:20:40
SpiceJet_SG1887,20.129634426229508,75.65149180327869,53.69418445029858,35012,BOM,GAU,2024-01-01 00:21:00
SpiceJet_SG1887,20.146158782201404,75.69568056206089,52.28820915679224,34941,BOM,GAU,2024-01-01 00:21:20
SpiceJet_SG1887,20.162683138173303,75.73986932084308,56.94809391518818,35034,BOM,GAU,2024-01-01 00:21:40
SpiceJet_SG1887,20.1792074941452,75.78405807962528,59.91163631098168,34927,BOM,GAU,2024-01-01 00:22:00
SpiceJet_SG1887,20.195731850117095,75.8282468384075,63.830584229475534,35018,BOM,GAU,2024-01-01 00:22:20
SpiceJet_SG1887,20.21225620608899,75.87243559718969,62.745809829524184,35036,BOM,GAU,2024-01-01 00:22:40
SpiceJet_SG1887,20.22878056206089,75.91662435597189,59.81012626357083,35076,BOM,GAU,2024-01-01 00:23:00
SpiceJet_SG1887,20.245304918032787,75.96081311475409,60.036786718744324,34993,BOM,GAU,2024-01-01 00:23:20
SpiceJet_SG1887,20.261829274004683,76.0050018735363,63.98818855684304,35028,BOM,GAU,2024-01-01 00:23:40
SpiceJet_SG1887,20.278353629976582,76.0491906323185,68.6479328718325,35068,BOM,GAU,2024-01-01 00:24:00
SpiceJet_SG1887,20.294877985948478,76.0933793911007,69.32618133786929,34972,BOM,GAU,2024-01-01 00:24:20
SpiceJet_SG1887,20.311402341920374,76.1375681498829,73.72812298662056,35040,BOM,GAU,2024-01-01 00:24:40
SpiceJet_SG1887,20.32792669789227,76.18175690866511,76.09335351940736,34950,BOM,GAU,2024-01-01 00:25:00
SpiceJet_SG1887,20.34445105386417,76.2259456674473,78.43764548821068,34917,BOM,GAU,2024-01-01 00:25:20
